document_id,url,date,president,doc_type,term,source_file,authority_category,generic_authority_matches,specific_authority_matches,vesting_clauses
14970,https://www.presidency.ucsb.edu/documents/proclamation-3008-armed-forces-day-1953,"March 17, 1953",Dwight D. Eisenhower,proclamation,First,4_28_2026_build_dev.csv,president_capacity_only,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Dwight D. Eisenhower, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]",[],"[""Now, Therefore, I, Dwight D. Eisenhower, President of the United States of America,""]"
14971,https://www.presidency.ucsb.edu/documents/proclamation-3007-supplementing-proclamation-no-2761a-december-16-1947-with-respect,"March 02, 1953",Dwight D. Eisenhower,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""presidential_title_invocation"", ""text"": ""I, Dwight D. Eisenhower, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""constitution"", ""text"": ""the Constitution""}]","[{""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""statutes_at_large"", ""text"": ""48 Stat. 943""}, {""rule"": ""statutes_at_large"", ""text"": ""57 Stat. 125""}, {""rule"": ""statutes_at_large"", ""text"": ""59 Stat. 410""}, {""rule"": ""statutes_at_large"", ""text"": ""63 Stat. 697""}, {""rule"": ""named_act"", ""text"": ""the Tariff Act of 1930""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""statutes_at_large"", ""text"": ""48 Stat. 943""}, {""rule"": ""statutes_at_large"", ""text"": ""57 Stat. 125""}, {""rule"": ""statutes_at_large"", ""text"": ""59 Stat. 410""}, {""rule"": ""statutes_at_large"", ""text"": ""63 Stat. 697""}, {""rule"": ""named_act"", ""text"": ""the Tariff Act of 1930""}, {""rule"": ""proclamation"", ""text"": ""Proclamation No. 2974""}]","[""vested in me by the Constitution and statutes, including the said section 350 (a) of the Tariff Act of 1930, as amended, (ch. 474, 48 Stat. 943; ch. 118, 57 Stat. 125; ch. 269, 59 Stat. 410; ch. 585, 63 Stat. 697),"", ""Whereas, by Proclamation No. 2974 2 of April 28, 1952 (17 F.R. 3813), the President proclaimed the termination on that day of the unlimited national emergency proclaimed on May 27, 1941: Now, Therefore, I, Dwight D. Eisenhower, President of the United States of America, acting under authority vested in me by the Constitution and statutes, including the said section 350 (a) of the Tariff Act of 1930, as amended, (ch. 474, 48 Stat. 943; ch. 118, 57 Stat. 125; ch. 269, 59 Stat. 410; ch. 585, 63 Stat. 697)""]"
14972,https://www.presidency.ucsb.edu/documents/proclamation-3006-red-cross-month-1953,"February 20, 1953",Dwight D. Eisenhower,proclamation,First,4_28_2026_build_dev.csv,president_capacity_only,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Dwight D. Eisenhower, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]",[],"[""Now, Therefore, I, Dwight D. Eisenhower, President of the United States of America and Honorary Chairman of the American National Red Cross,""]"
14973,https://www.presidency.ucsb.edu/documents/proclamation-3005-child-health-day-1953,"February 20, 1953",Dwight D. Eisenhower,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States""}, {""rule"": ""presidential_title_invocation"", ""text"": ""I, Dwight D. Eisenhower, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]","[{""rule"": ""statutes_at_large"", ""text"": ""45 Stat. 617""}, {""rule"": ""joint_resolution"", ""text"": ""joint resolution""}, {""rule"": ""statutes_at_large"", ""text"": ""45 Stat. 617""}, {""rule"": ""joint_resolution"", ""text"": ""joint resolution""}]","[""joint resolution of May 18, 1928 (45 Stat. 617), authorized and requested the President of the United States to issue annually a proclamation setting apart May 1 as Child Health Day; and Whereas the health and wholesome development of our children are matters of the deepest concern to all Americans; and Whereas the stresses and strains of our times create many problems bearing on the spiritual and emotional health of our children and are reflected notably in Juvenile delinquency; and Whereas we have made tremendous advances in overcoming the most severe physical hazards of childhood, and are now striving to make equally significant progress in understanding the nature of emotional health, in order that our children may grow into mature, responsible citizens of a democracy: Now, Therefore, I, Dwight D. Eisenhower,"", ""By the President of the United States of America A Proclamation Whereas the Congress, by a joint resolution of May 18, 1928 (45 Stat. 617), authorized and requested the President of the United States to issue annually a proclamation setting apart May 1 as Child Health Day; and Whereas the health and wholesome development of our children are matters of the deepest concern to all Americans; and Whereas the stresses and strains of our times create many problems bearing on the spiritual and emotional health of our children and are reflected notably in Juvenile delinquency; and Whereas we have made tremendous advances in overcoming the most severe physical hazards of childhood, and are now striving to make equally significant progress in understanding the nature of emotional health, in order that our children may grow into mature, responsible citizens of a democracy: Now, Therefore, I, Dwight D. Eisenhower, President of the United States of America.""]"
14974,https://www.presidency.ucsb.edu/documents/proclamation-3004-control-persons-leaving-or-entering-the-united-states,"January 17, 1953",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""Nationality Act""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""public_law"", ""text"": ""Public Law 414""}, {""rule"": ""statutes_at_large"", ""text"": ""66 Stat. 163""}, {""rule"": ""named_act"", ""text"": ""Nationality Act""}, {""rule"": ""named_act"", ""text"": ""Nationality Act""}, {""rule"": ""proclamation"", ""text"": ""Proclamation 2914""}, {""rule"": ""proclamation"", ""text"": ""Proclamation No. 2523""}]","[""by virtue of the authority vested in me by section 215 of the Immigration and Nationality Act and by section 301 of title 3 of the United States Code,"", ""By the President of the United States of America A Proclamation Whereas section 215 of the Immigration and Nationality Act, enacted on June 27, 1952 (Public Law 414, 82nd Congress; 66 Stat. 163, 190), authorizes the President to impose restrictions and prohibitions in addition to those otherwise provided by that Act upon the departure of persons from, and their entry into, the United States when the United States is at war or during the existence of any national emergency proclaimed by the President or, as to aliens, whenever there exists a state of war between or among two or more states, and when the President shall find that the interests of the United States so require; and Whereas the national emergency the existence of which was proclaimed on December 16, 1950, by Proclamation 2914 still exists; and Whereas because of the exigencies of the international situation and of the national defense then existing Proclamation No. 2523 of November 14, 1941, imposed certain restrictions and prohibitions, in addition to those otherwise provided by law, upon the departure of persons from and their entry into the United States; and Whereas the exigencies of the international situation and of the national defense still require that certain restrictions and prohibitions, in addition to those otherwise provided by law, be imposed upon the departure of persons from and their entry into the United States: Now, Therefore, I, Harry S. Truman, President of the United States of America, acting under and by virtue of the authority vested in me by section 215 of the Immigration and Nationality Act and by section 301 of title 3 of the United States Code""]"
14975,https://www.presidency.ucsb.edu/documents/proclamation-3003-enlarging-the-olympic-national-park-washington,"January 06, 1953",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""legal_section"", ""text"": ""section 5""}, {""rule"": ""legal_section"", ""text"": ""section 5""}, {""rule"": ""statutes_at_large"", ""text"": ""52 Stat. 1241""}, {""rule"": ""referenced_act"", ""text"": ""the act""}, {""rule"": ""referenced_act"", ""text"": ""this Act""}, {""rule"": ""referenced_act"", ""text"": ""the act""}, {""rule"": ""referenced_statutory_provisions"", ""text"": ""above-quoted provisions""}]","[""By the President of the United States of America A Proclamation Whereas section 1 of the act of June 29, 1938, 52 Stat. 1241, established the Olympic National Park in the State of Washington; Whereas section 5 of the said act provides in part as follows: \""The President may after eight months from the approval of this Act by proclamation add to the Olympic National Park any lands within the boundaries of the Olympic National Forest, and any lands which may be acquired by the Government by gift or purchase, which he may deem it advisable to add to such park; and any lands so added to such park shall, upon their addition thereto, become subject to all laws and regulations applicable to other lands within such park: Provided, That the total area of the said park shall not exceed eight hundred and ninety-eight thousand two hundred and ninety-two acres: Provided further, That before issuing any such proclamation, the President shall consult with the Governor of the State of Washington, the Secretary of the Interior, and the Secretary of Agriculture and advise them of the lands which he proposes to add to such park, and shall afford them a reasonable opportunity to consult with and communicate to him their views and recommendations with respect to the addition of such lands to such park.\""; Whereas it is deemed advisable and in the public interest that certain lands, hereinafter described, be added to the said park; and Whereas it appears that the terms and conditions of the said act of June 29, 1938, have been fully complied with as to such lands: Now, Therefore, I, Harry S. Truman, President of the United States of America, under and by virtue of the authority vested in me by the above-quoted provisions of section 5 of the act of June 29, 1938""]"
14976,https://www.presidency.ucsb.edu/documents/proclamation-3002-extending-the-period-for-the-establishment-adequate-shipping-service-for,"December 31, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""laws_of_united_states"", ""text"": ""laws of the United States""}, {""rule"": ""laws_of_united_states"", ""text"": ""laws of the United States""}, {""rule"": ""laws_of_united_states"", ""text"": ""laws of the United States""}]","[{""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""named_act"", ""text"": ""Merchant Marine Act""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""statutes_at_large"", ""text"": ""41 Stat. 997""}, {""rule"": ""statutes_at_large"", ""text"": ""49 Stat. 1987""}, {""rule"": ""named_act"", ""text"": ""the Merchant Marine Act""}, {""rule"": ""named_act"", ""text"": ""Merchant Marine Act""}, {""rule"": ""referenced_act"", ""text"": ""the Act""}]","[""by virtue of the authority vested in me by section 21 of the aforesaid Merchant Marine Act, 1920,"", ""By the President of the United States of America A Proclamation Whereas section 21 of the Merchant Marine Act, 1920 (41 Stat. 997), provides: That from and after February 1, 1922, the coastwise laws of the United States shall extend to the island Territories and possessions of the United States not now covered thereby, and the board [United States Shipping Board] is directed prior to the expiration of such year to have established adequate steamship service at reasonable rates to accommodate the commerce and the passenger travel of said islands and to maintain and operate such service until it can be taken over and operated and maintained upon satisfactory terms by private capital and enterprise: Provided, That if adequate shipping service is not established by February 1, 1922, the President shall extend the period herein allowed for the establishment of such service in the case of any island Territory or possession for such time as may be necessary for the establishment of adequate shipping facilities therefore * * *; and Whereas the authority of the United States Shipping Board was vested in the Department of Commerce pursuant to section 12 of the President's Executive order of June 10, 1933; and Whereas section 204 of the Act of June 29, 1936 (49 Stat. 1987) transferred such authority to the United States maritime Commission; and Whereas this authority was transferred to the Secretary of Commerce by section 204 of the reorganization plan number 21 of 1950; and Whereas an adequate shipping service to accommodate the commerce and the passenger travel of Canton Island has not been established as provided in the aforesaid section; and Whereas the extension of the coastwise laws of the United States to Canton Island, as provided in the aforesaid section, is dependent upon the establishment of such adequate shipping service; and Whereas by various proclamations the period for the establishment of an adequate shipping service for Canton Island was extended to January 1, 1953, and the extension of the coastwise laws of the United States to the Island was deferred to that date: Now, Therefore, I, Harry S. Truman, President of the United States of America, under and by virtue of the authority vested in me by section 21 of the aforesaid Merchant Marine Act, 1920""]"
14977,https://www.presidency.ucsb.edu/documents/proclamation-3000-granting-pardon-certain-persons-who-have-served-the-armed-forces-the,"December 24, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,president_capacity_only,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]",[],"[""Now, Therefore, I, Harry S. Truman, President of the United States of America,""]"
14978,https://www.presidency.ucsb.edu/documents/proclamation-3001-granting-amnesty-and-pardon-certain-persons-convicted-court-martial,"December 24, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""constitution"", ""text"": ""the Constitution of the United States of America""}, {""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""constitution"", ""text"": ""the Constitution of the United States of America""}, {""rule"": ""constitution"", ""text"": ""the Constitution of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""constitutional_article"", ""text"": ""Article II""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_section"", ""text"": ""section 4""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_section"", ""text"": ""sections 3""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""statutes_at_large"", ""text"": ""54 Stat. 1141""}, {""rule"": ""statutes_at_large"", ""text"": ""58 Stat. 4""}, {""rule"": ""statutes_at_large"", ""text"": ""66 Stat. 241""}, {""rule"": ""named_act"", ""text"": ""the Nationality Act of 1940""}, {""rule"": ""named_act"", ""text"": ""Nationality Act""}, {""rule"": ""named_act"", ""text"": ""the Nationality Act of 1940""}, {""rule"": ""referenced_act"", ""text"": ""the act""}, {""rule"": ""constitutional_article"", ""text"": ""Article II""}, {""rule"": ""constitutional_article"", ""text"": ""Article II""}, {""rule"": ""pardon_power"", ""text"": ""grant reprieves""}, {""rule"": ""pardon_power"", ""text"": ""pardons""}, {""rule"": ""pardon_power"", ""text"": ""pardon""}]","[""by virtue of the authority vested in me by section 2 of Article II of the Constitution of the United States of America"", ""By the President of the United States of America A Proclamation Whereas section 2 of Article II of the Constitution of the United States of America provides that the President \""shall have power to grant reprieves and pardons for offenses against the United States, except in cases of impeachment\""; and Whereas section 306 of the Nationality Act of 1940 (54 Stat. 1141) provides in part that a person who at any time during which the United States is at war deserts the military or naval forces of the United States shall upon conviction thereof by a court-martial be ineligible to become a citizen of the United States, and that such deserters shall be forever incapable of holding any office of trust or of profit under the United States, or of exercising any rights as citizens thereof; and Whereas section 401(a)(g) of the said Act, as amended by section 1 of the act of January 20, 1944, 58 Stat. 4, provides in part that any person who is a national of the United States, whether by birth or naturalization, shall lose his nationality by deserting the military or naval forces of the United States in time of war, provided that he is convicted thereof by court-martial and as a result of such conviction is dismissed or dishonorably discharged from the service of such military or naval forces; and Whereas section 314 and section 349(a)(8) of the Immigration and Nationality Act (66 Stat. 241, 268) contain substantially the same provisions as those contained in the said sections 306 and 401(a)(g), respectively, of the Nationality Act of 1940, and are expressly applicable to desertion from the air forces, as well as the military and naval forces, of the United States; and Whereas active hostilities in World War II terminated on August 14, 1945, but the last of the states of war existing at that time was not formally and legally terminated until April 28, 1952; and Whereas no active hostilities existed between August 14, 1945, and June 25, 1950, the date of the Korean invasion; and Whereas it appears that it would be in the public interest to grant amnesty and pardon, to the extent hereafter indicated, to all persons who deserted from the armed forces of the United States on or after August 14, 1945, and prior to June 25, 1950, and consequently were, or may hereafter be, convicted by court-martial of desertion committed in time of war, and to all persons who as a result of such conviction were, or may hereafter be, dismissed or dishonorably discharged from the armed forces of the United States: Now, Therefore, I, Harry S. Truman, President of the United States of America, under and by virtue of the authority vested in me by section 2 of Article II of the Constitution of the United States of America""]"
14979,https://www.presidency.ucsb.edu/documents/proclamation-2999-united-nations-human-rights-day-1952,"December 01, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,president_capacity_only,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]",[],"[""Now, Therefore, I, Harry S. Truman, President of the United States of America, having in 1949 designated December 10 of that year and each succeeding year as United Nations Human Rights Day,""]"
14980,https://www.presidency.ucsb.edu/documents/proclamation-2998-enlarging-the-hovenweep-national-monument-colorado-and-utah,"November 20, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""16 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""statutes_at_large"", ""text"": ""34 Stat. 225""}, {""rule"": ""referenced_act"", ""text"": ""the act""}, {""rule"": ""usc"", ""text"": ""16 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""statutes_at_large"", ""text"": ""34 Stat. 225""}, {""rule"": ""referenced_act"", ""text"": ""the act""}, {""rule"": ""proclamation"", ""text"": ""Proclamation No. 1654""}, {""rule"": ""proclamation"", ""text"": ""Proclamation No. 2924""}]","[""by virtue of the authority vested in me by section 2 of the act of June 8, 1906, 34 Stat. 225 (16 U.S.C. 431),"", ""By the President of the United States of America A Proclamation Whereas Proclamation No. 1654 of March 2, 1923, established the Hovenweep National Monument on certain public lands in southwestern Colorado and southeastern Utah for the purpose of preserving four groups of ruins, including structures of the finest prehistoric masonry found in the United States, and Proclamation No. 2924 of April 26, 1951, added to the monument certain other public lands in southwestern Colorado containing other significant ruins; and Whereas other public lands, contiguous to a portion of the lands now comprising the said monument, have been found to contain very important archeological sites, including small pueblos and an exceptional and significant great kiva (a large circular semi-subterranean ceremonial room), the inside and overall diameters of which are approximately 60 and 100 feet, respectively, which kiva has never been excavated by archeologists or vandalized by unauthorized digging; and Whereas it appears that it would be in the public interest to reserve the lands embracing such archeological sites as a part of the said monument: Now, Therefore, I, Harry S. Truman, President of the United States of America, under and by virtue of the authority vested in me by section 2 of the act of June 8, 1906, 34 Stat. 225 (16 U.S.C. 431)""]"
14981,https://www.presidency.ucsb.edu/documents/proclamation-2997-granting-certain-land-the-city-eastport-maine-for-public-use,"November 15, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States""}]","[{""rule"": ""usc"", ""text"": ""43 U.S.C.""}, {""rule"": ""statutes_at_large"", ""text"": ""27 Stat. 572""}, {""rule"": ""referenced_act"", ""text"": ""the act""}, {""rule"": ""usc"", ""text"": ""43 U.S.C.""}, {""rule"": ""usc"", ""text"": ""43 U.S.C.""}, {""rule"": ""statutes_at_large"", ""text"": ""23 Stat. 103""}, {""rule"": ""statutes_at_large"", ""text"": ""27 Stat. 572""}, {""rule"": ""referenced_act"", ""text"": ""the act""}, {""rule"": ""referenced_act"", ""text"": ""the act""}]","[""by virtue of the authority vested in me by the act of March 3, 1893, 27 Stat. 572, 593 (43 U.S.C. 1076),"", ""By the President of the United States of America A Proclamation Whereas certain lands in the municipality of Eastport, Maine, were acquired at various times by the War Department for use as a military reservation known as Fort Sullivan; and Whereas the said lands, being no longer needed for military purposes, were placed under the control of the Secretary of the Interior, by a proclamation of the President dated July 22, 1884, for disposition in accordance with the provision of the act of July 5, 1884, 23 Stat. 103 (43 U.S.C. 1071-1074); and Whereas a portion of the said lands designated as Lot 14 was reserved from such disposition by the Secretary of the Interior because the municipality of Eastport had erected thereon a waterstand pipe; and Whereas the said municipality of Eastport is now the City of Eastport, Maine, a municipal corporation, which has requested that the said Lot 14 be transferred to it for public use; and Whereas it appears that such a transfer would be in the public interest; Now, Therefore, I, Harry S. Truman, President of the United States, under and by virtue of the authority vested in me by the act of March 3, 1893, 27 Stat. 572, 593 (43 U.S.C. 1076)""]"
14982,https://www.presidency.ucsb.edu/documents/proclamation-2996-thanksgiving-day-1952,"November 08, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]","[{""rule"": ""joint_resolution"", ""text"": ""joint resolution""}]","[""Now, Therefore, I, Harry S. Truman, President of the United States of America, conforming to our hallowed custom, and in consonance with the joint resolution of Congress approved on December 26, 1941,""]"
14983,https://www.presidency.ucsb.edu/documents/proclamation-2995-establishment-the-coronado-national-memorial-arizona,"November 05, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""usc"", ""text"": ""16 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""legal_section"", ""text"": ""section 1""}, {""rule"": ""public_law"", ""text"": ""Public Law 478""}, {""rule"": ""statutes_at_large"", ""text"": ""55 Stat. 630""}, {""rule"": ""referenced_act"", ""text"": ""the act""}]","[""by virtue of the authority vested in me by section 1 of the said act of August 18, 1941, as amended,"", ""By the President of the United States of America A Proclamation Whereas section 1 of the act of August 18, 1941, 55 Stat. 630 (16 U.S.C. 450y), as amended by Public Law 478, 82nd Congress, approved July 9, 1952, provides that for the purpose of permanently commemorating the explorations of Francisco Vasquez de Coronado the President of the United States may declare, by proclamation, any lands within the area therein described to be established as the Coronado National memorial; and Whereas it appears that the public interest would be promoted by the establishment of the said Memorial on certain of the said lands as hereinafter provided: Now, Therefore, I, Harry S. Truman, President of the United States of America, under and by virtue of the authority vested in me by section 1 of the said act of August 18, 1941, as amended""]"
14984,https://www.presidency.ucsb.edu/documents/proclamation-2994-armistice-day-1952,"October 24, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,president_capacity_only,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]",[],"[""Now, Therefore, I, Harry S. Truman, President of the United States of America,""]"
14985,https://www.presidency.ucsb.edu/documents/proclamation-2993-copyright-principality-monaco,"October 15, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,president_capacity_only,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]",[],"[""Now, Therefore, I, Harry S. Truman, President of the United States of America,""]"
14986,https://www.presidency.ucsb.edu/documents/proclamation-2992-korea-suspension-tonnage-duties,"October 13, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]","[{""rule"": ""referenced_statutory_provisions"", ""text"": ""above-quoted statutory provisions""}, {""rule"": ""legal_section"", ""text"": ""section 4""}, {""rule"": ""legal_title"", ""text"": ""title 46""}, {""rule"": ""statutes_at_large"", ""text"": ""30 Stat. 214""}, {""rule"": ""referenced_act"", ""text"": ""the act""}, {""rule"": ""referenced_statutory_provisions"", ""text"": ""above-quoted statutory provisions""}]","[""by virtue of the authority vested in me by the above-quoted statutory provisions,"", ""By the President of the United States of America A Proclamation Whereas section 4228 of the Revised Statutes of the United States, as amended by the act of July 24, 1897, c. 13, 30 Stat. 214 (U.S.C. title 46, sec. 141), provides in part, as follows: \""Upon satisfactory proof being given to the President, by the government of any foreign nation, that no discriminating duties of tonnage or imposts are imposed or levied in the ports of such nation upon vessels wholly belonging to citizens of the United States, or upon the produce, manufactures, or merchandise imported in the same from the United States or from any foreign country, the President may issue his proclamation, declaring that the foreign discriminating duties of tonnage and impost within the United States are suspended and discontinued, so far as respects the vessels of such foreign nation, and the produce, manufactures, or merchandise imported into the United States from such foreign nation, or from any other foreign country; the suspension to take effect from the time of such notification being given to the President, and to continue so long as the reciprocal exemption of vessels, belonging to citizens of the United States, and their cargoes, shall be continued, and no longer * * *\""; And Whereas satisfactory proof was received by me from the Government of Korea on October 1, 1952, that no discriminating duties of tonnage or imposts are imposed or levied in the ports of Korea upon vessels wholly belonging to citizens of the United States, or upon the produce, manufactures, or merchandise imported in such vessels, from the United States, or from any foreign country: Now, Therefore, I, Harry S. Truman, President of the United States of America, by virtue of the authority vested in me by the above-quoted statutory provisions""]"
14987,https://www.presidency.ucsb.edu/documents/proclamation-2991-imposing-import-fees-shelled-and-prepared-almonds,"September 27, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,specific_statutory,[],"[{""rule"": ""named_act"", ""text"": ""the Agricultural Marketing Agreement Act of 1937""}, {""rule"": ""agreement_or_settlement"", ""text"": ""the Agricultural Marketing Agreement""}]","[""pursuant to the Agricultural Marketing Agreement Act of 1937, as amended; and 8.""]"
14988,https://www.presidency.ucsb.edu/documents/proclamation-2990-columbus-day-1952,"September 25, 1952",Harry S Truman,proclamation,First,4_28_2026_build_dev.csv,president_capacity_only,"[{""rule"": ""presidential_title_invocation"", ""text"": ""I, Harry S. Truman, President of the United States of America""}, {""rule"": ""presidential_title_capacity"", ""text"": ""President of the United States of America""}]",[],"[""Now, Therefore, I, Harry S. Truman, President of the United States of America,""]"
