child_id,child_document_type,child_identifier,referenced_document_type,referenced_identifier,referenced_title,referenced_date,reason,reference_text,context
4859,letter,,executive_order,13574,,,cross_type_reference,Executive Order 13574,"In Executive Order 12957 of March 15, 1995, the President found that the actions and policies of the Government of Iran threaten the national security, foreign policy, and economy of the United States. To deal with that threat, the President declared a national emergency and imposed prohibitions on certain transactions with respect to the development of Iranian petroleum resources. To further respond to that threat and to provide implementation authority for Iran-related legislation—including ISA and certain statutory requirements of CISADA, TRA, and IFCA—the President issued Executive Order 12959 of May 6, 1995, Executive Order 13059 of August 19, 1997, Executive Order 13553 of September 28, 2010, Executive Order 13574 of May 23, 2011, Executive Order 13590 of November 20, 2011, Executive Order 13606 of April 22, 2012, Executive Order 13608 of May 1, 2012, Executive Order 13622 of July 30, 2012, Executive Order 13628 of October 9, 2012, and Executive Order 13645 of June 3, 2013."
4859,letter,,executive_order,13590,,,cross_type_reference,Executive Order 13590,"In Executive Order 12957 of March 15, 1995, the President found that the actions and policies of the Government of Iran threaten the national security, foreign policy, and economy of the United States. To deal with that threat, the President declared a national emergency and imposed prohibitions on certain transactions with respect to the development of Iranian petroleum resources. To further respond to that threat and to provide implementation authority for Iran-related legislation—including ISA and certain statutory requirements of CISADA, TRA, and IFCA—the President issued Executive Order 12959 of May 6, 1995, Executive Order 13059 of August 19, 1997, Executive Order 13553 of September 28, 2010, Executive Order 13574 of May 23, 2011, Executive Order 13590 of November 20, 2011, Executive Order 13606 of April 22, 2012, Executive Order 13608 of May 1, 2012, Executive Order 13622 of July 30, 2012, Executive Order 13628 of October 9, 2012, and Executive Order 13645 of June 3, 2013."
4859,letter,,executive_order,13606,,,cross_type_reference,Executive Order 13606,"In Executive Order 12957 of March 15, 1995, the President found that the actions and policies of the Government of Iran threaten the national security, foreign policy, and economy of the United States. To deal with that threat, the President declared a national emergency and imposed prohibitions on certain transactions with respect to the development of Iranian petroleum resources. To further respond to that threat and to provide implementation authority for Iran-related legislation—including ISA and certain statutory requirements of CISADA, TRA, and IFCA—the President issued Executive Order 12959 of May 6, 1995, Executive Order 13059 of August 19, 1997, Executive Order 13553 of September 28, 2010, Executive Order 13574 of May 23, 2011, Executive Order 13590 of November 20, 2011, Executive Order 13606 of April 22, 2012, Executive Order 13608 of May 1, 2012, Executive Order 13622 of July 30, 2012, Executive Order 13628 of October 9, 2012, and Executive Order 13645 of June 3, 2013."
4859,letter,,executive_order,13608,,,cross_type_reference,Executive Order 13608,"In Executive Order 12957 of March 15, 1995, the President found that the actions and policies of the Government of Iran threaten the national security, foreign policy, and economy of the United States. To deal with that threat, the President declared a national emergency and imposed prohibitions on certain transactions with respect to the development of Iranian petroleum resources. To further respond to that threat and to provide implementation authority for Iran-related legislation—including ISA and certain statutory requirements of CISADA, TRA, and IFCA—the President issued Executive Order 12959 of May 6, 1995, Executive Order 13059 of August 19, 1997, Executive Order 13553 of September 28, 2010, Executive Order 13574 of May 23, 2011, Executive Order 13590 of November 20, 2011, Executive Order 13606 of April 22, 2012, Executive Order 13608 of May 1, 2012, Executive Order 13622 of July 30, 2012, Executive Order 13628 of October 9, 2012, and Executive Order 13645 of June 3, 2013."
4859,letter,,executive_order,13622,,,cross_type_reference,Executive Order 13622,"In Executive Order 12957 of March 15, 1995, the President found that the actions and policies of the Government of Iran threaten the national security, foreign policy, and economy of the United States. To deal with that threat, the President declared a national emergency and imposed prohibitions on certain transactions with respect to the development of Iranian petroleum resources. To further respond to that threat and to provide implementation authority for Iran-related legislation—including ISA and certain statutory requirements of CISADA, TRA, and IFCA—the President issued Executive Order 12959 of May 6, 1995, Executive Order 13059 of August 19, 1997, Executive Order 13553 of September 28, 2010, Executive Order 13574 of May 23, 2011, Executive Order 13590 of November 20, 2011, Executive Order 13606 of April 22, 2012, Executive Order 13608 of May 1, 2012, Executive Order 13622 of July 30, 2012, Executive Order 13628 of October 9, 2012, and Executive Order 13645 of June 3, 2013."
4859,letter,,executive_order,13628,,,cross_type_reference,Executive Order 13628,"In Executive Order 12957 of March 15, 1995, the President found that the actions and policies of the Government of Iran threaten the national security, foreign policy, and economy of the United States. To deal with that threat, the President declared a national emergency and imposed prohibitions on certain transactions with respect to the development of Iranian petroleum resources. To further respond to that threat and to provide implementation authority for Iran-related legislation—including ISA and certain statutory requirements of CISADA, TRA, and IFCA—the President issued Executive Order 12959 of May 6, 1995, Executive Order 13059 of August 19, 1997, Executive Order 13553 of September 28, 2010, Executive Order 13574 of May 23, 2011, Executive Order 13590 of November 20, 2011, Executive Order 13606 of April 22, 2012, Executive Order 13608 of May 1, 2012, Executive Order 13622 of July 30, 2012, Executive Order 13628 of October 9, 2012, and Executive Order 13645 of June 3, 2013."
4859,letter,,executive_order,13645,,,cross_type_reference,Executive Order 13645,"In Executive Order 12957 of March 15, 1995, the President found that the actions and policies of the Government of Iran threaten the national security, foreign policy, and economy of the United States. To deal with that threat, the President declared a national emergency and imposed prohibitions on certain transactions with respect to the development of Iranian petroleum resources. To further respond to that threat and to provide implementation authority for Iran-related legislation—including ISA and certain statutory requirements of CISADA, TRA, and IFCA—the President issued Executive Order 12959 of May 6, 1995, Executive Order 13059 of August 19, 1997, Executive Order 13553 of September 28, 2010, Executive Order 13574 of May 23, 2011, Executive Order 13590 of November 20, 2011, Executive Order 13606 of April 22, 2012, Executive Order 13608 of May 1, 2012, Executive Order 13622 of July 30, 2012, Executive Order 13628 of October 9, 2012, and Executive Order 13645 of June 3, 2013."
4859,letter,,executive_order,13716,,,cross_type_reference,Executive Order 13716,"In order to give effect to the commitments of the United States with respect to sanctions described in the Joint Comprehensive Plan of Action of July 14, 2015 (JCPOA), the President issued Executive Order 13716 of January 16, 2016, which revoked Executive Orders 13574, 13590, 13622, and 13645, amended Executive Order 13628, and continued implementation authorities for certain provisions of IFCA that were outside the scope of the JCPOA."
4859,letter,,executive_order,13574,,,cross_type_reference,Executive Orders 13574,"In order to give effect to the commitments of the United States with respect to sanctions described in the Joint Comprehensive Plan of Action of July 14, 2015 (JCPOA), the President issued Executive Order 13716 of January 16, 2016, which revoked Executive Orders 13574, 13590, 13622, and 13645, amended Executive Order 13628, and continued implementation authorities for certain provisions of IFCA that were outside the scope of the JCPOA."
4859,letter,,executive_order,13628,,,cross_type_reference,Executive Order 13628,"In order to give effect to the commitments of the United States with respect to sanctions described in the Joint Comprehensive Plan of Action of July 14, 2015 (JCPOA), the President issued Executive Order 13716 of January 16, 2016, which revoked Executive Orders 13574, 13590, 13622, and 13645, amended Executive Order 13628, and continued implementation authorities for certain provisions of IFCA that were outside the scope of the JCPOA."
4859,letter,,executive_order,12957,,,cross_type_reference,Executive Order 12957,"On May 8, 2018, in recognition of Iran's escalating campaign of regional destabilization, the threat that Iran's malign behavior continues to pose to the national security, foreign policy, and economy of the United States, and the JCPOA's failure to address the totality of the concerns of the United States about Iran's behavior, I announced my decision to cease the participation of the United States in the JCPOA and to reimpose all sanctions lifted or waived in connection with the JCPOA. Iran remains the world's leading state sponsor of terrorism, and provides assistance to Lebanese Hizballah, Hamas, Kata'ib Hizballah, the Taliban, al-Qa'ida, and other terrorist networks. Iran also continues to fuel sectarian tension in Iraq, and support vicious civil wars in Yemen and Syria. It commits grievous human rights abuses, and arbitrarily detains foreigners, including United States citizens, on spurious charges without due process of law. It is the policy of the United States that Iran be denied all paths to develop or acquire a nuclear weapon; that Iran's network and campaign of regional aggression be neutralized and constrained; to disrupt, degrade, or deny the Islamic Revolutionary Guards Corps and its surrogates access to the resources that sustain their destabilizing activities; and to impede Iran's aggressive development of longer-range missiles, including intercontinental ballistic missiles, and other asymmetric and conventional weapons capabilities. I have determined that these circumstances, in the context of the national emergency declared in Executive Order 12957, necessitate the exercise of my authority under IEEPA."
4859,letter,,executive_order,13716,,,cross_type_reference,Executive Order 13716,"Sections 1-6 of the order that I have issued reimpose and extend the sanctions that were lifted pursuant to Executive Order 13716, including implementation authorities for IFCA. In addition, these sections continue in effect certain implementation authorities for ISA, CISADA, and TRA previously provided for in Executive Order 13628. The measures in these sections will take effect following a previously announced 90-day or 180-day wind-down period, as appropriate."
4859,letter,,executive_order,13628,,,cross_type_reference,Executive Order 13628,"Sections 1-6 of the order that I have issued reimpose and extend the sanctions that were lifted pursuant to Executive Order 13716, including implementation authorities for IFCA. In addition, these sections continue in effect certain implementation authorities for ISA, CISADA, and TRA previously provided for in Executive Order 13628. The measures in these sections will take effect following a previously announced 90-day or 180-day wind-down period, as appropriate."
4859,letter,,executive_order,13628,,,cross_type_reference,Executive Order 13628,"Section 7 of the order continues in effect authorities contained in sections 2 and 3 of Executive Order 13628 and subsection 3(c) of Executive Order 13716 targeting the diversion of goods intended for the people of Iran, the transfer of goods or technologies to Iran that are likely to be used to commit human rights abuses, and persons who engage in censorship."
4859,letter,,executive_order,13716,,,cross_type_reference,Executive Order 13716,"Section 7 of the order continues in effect authorities contained in sections 2 and 3 of Executive Order 13628 and subsection 3(c) of Executive Order 13716 targeting the diversion of goods intended for the people of Iran, the transfer of goods or technologies to Iran that are likely to be used to commit human rights abuses, and persons who engage in censorship."
4859,letter,,executive_order,13628,,,cross_type_reference,Executive Order 13628,"Section 8 of the order continues in effect and extends prohibitions contained in section 4 of Executive Order 13628 relating to entities owned or controlled by a United States person and established or maintained outside the United States, which were required by section 218 of the TRA."
4859,letter,,executive_order,13628,,,cross_type_reference,Executive Orders 13628,Section 9 of the order revokes Executive Orders 13628 and 13716 and clarifies that the provisions of the order supersede those earlier orders.
4861,letter,,executive_order,13441,,,outside_corpus,Executive Order 13441,"Section 202(d) of the National Emergencies Act (50 U.S.C. 1622(d)) provides for the automatic termination of a national emergency unless, within 90 days before the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date. In accordance with this provision, I have sent to the Federal Register for publication the enclosed notice stating that the national emergency with respect to Lebanon declared in Executive Order 13441 of August 1, 2007, is to continue in effect beyond August 1, 2018."
4861,letter,,executive_order,13441,,,outside_corpus,Executive Order 13441,"Certain ongoing activities, such as Iran's continuing arms transfers to Hizballah—which include increasingly sophisticated weapons systems—undermine Lebanese sovereignty, contribute to political and economic instability in the region, and continue to constitute an unusual and extraordinary threat to the national security and foreign policy of the United States. For this reason, I have determined that it is necessary to continue the national emergency declared in Executive Order 13441 with respect to Lebanon."
4864,letter,,executive_order,13611,,,cross_type_reference,Executive Order 13611,"Section 202(d) of the National Emergencies Act (50 U.S.C. 1622(d)) provides for the automatic termination of a national emergency unless, within 90 days before the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date. In accordance with this provision, I have sent to the Federal Register for publication the enclosed notice stating that the national emergency declared in Executive Order 13611 of May 16, 2012, with respect to Yemen is to continue in effect beyond May 16, 2018."
4864,letter,,executive_order,13611,,,cross_type_reference,Executive Order 13611,"The actions and policies of certain former members of the Government of Yemen and others continue to threaten Yemen's peace, security, and stability, including by obstructing the political process in Yemen and the implementation of the agreement of November 23, 2011, between the Government of Yemen and those in opposition to it, which provided for a peaceful transition of power that meets the legitimate demands and aspirations of the Yemeni people. For this reason, I have determined that it is necessary to continue the national emergency declared in Executive Order 13611 with respect to Yemen."
4871,letter,,proclamation,9704,,,cross_type_reference,Proclamations 9704,"On March 8, 2018, I took action under section 232 of the Trade Expansion Act of 1962, as amended, to adjust imports of aluminum and steel by imposing a 10 percent ad valorem tariff on aluminum articles and a 25 percent ad valorem tariff on steel articles imported from all countries except Canada and Mexico, effective March 23, 2018 (Proclamations 9704 and 9705). I concurred with the Secretary's respective findings that aluminum and steel articles are being imported into the United States in such quantities and under such circumstances as to threaten to impair the national security of the United States. In my judgment, these tariffs are necessary and appropriate in light of the many factors I have considered, including the Secretary's reports, the failure of countries to agree on measures to reduce global excess capacity, the continued high level of imports since the beginning of the year, and special circumstances that exist with respect to Canada and Mexico."
4871,letter,,proclamation,9710,,,cross_type_reference,Proclamations 9710,"On March 22, 2018, I modified the section 232 tariffs on aluminum and steel imports to temporarily suspend the tariffs for certain countries before they took effect (Proclamations 9710 and 9711). Tariffs on aluminum and steel imports from Argentina, Australia, Brazil, Canada, Mexico, the member countries of the European Union, and South Korea are suspended until May 1, 2018, pending discussions regarding satisfactory, long-term alternative means to address the threatened impairment to the national security of the United States. Any country with a security relationship with the United States not currently exempted remains welcome to discuss with us a possible exemption based on alternative means to address the threatened impairment to the national security of the United States caused by imports of aluminum and steel articles from that country."
4872,letter,,executive_order,13536,,,cross_type_reference,Executive Order 13536,"Section 202(d) of the National Emergencies Act (50 U.S.C. 1622(d)) provides for the automatic termination of a national emergency unless, within 90 days before the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date. In accordance with this provision, I have sent to the Federal Register for publication the enclosed notice stating that the national emergency declared in Executive Order 13536 of April 12, 2010, with respect to Somalia, is to continue in effect beyond April 12, 2018."
4872,letter,,executive_order,13536,,,cross_type_reference,Executive Order 13536,"The United States is strongly committed to Somalia's stabilization, and it is important to maintain sanctions against persons undermining its stability. The situation with respect to Somalia continues to pose an unusual and extraordinary threat to the national security and foreign policy of the United States. Therefore, I have determined that it is necessary to continue the national emergency declared in Executive Order 13536 with respect to Somalia."
4874,letter,,executive_order,13694,,,outside_corpus,Executive Order 13694,"Section 202(d) of the National Emergencies Act (50 U.S.C. 1622(d)) provides for the automatic termination of a national emergency unless, within 90 days before the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date. In accordance with this provision, I have sent to the Federal Register for publication the enclosed notice stating that the national emergency declared in Executive Order 13694 of April 1, 2015, as amended by Executive Order 13757 of December 28, 2016, is to continue in effect beyond April 1, 2018."
4874,letter,,executive_order,13757,,,cross_type_reference,Executive Order 13757,"Section 202(d) of the National Emergencies Act (50 U.S.C. 1622(d)) provides for the automatic termination of a national emergency unless, within 90 days before the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date. In accordance with this provision, I have sent to the Federal Register for publication the enclosed notice stating that the national emergency declared in Executive Order 13694 of April 1, 2015, as amended by Executive Order 13757 of December 28, 2016, is to continue in effect beyond April 1, 2018."
4874,letter,,executive_order,13694,,,outside_corpus,Executive Order 13694,"Significant malicious cyber-enabled activities originating from or directed by persons located, in whole or in substantial part, outside the United States continue to pose an unusual and extraordinary threat to the national security, foreign policy, and economy of the United States. Therefore, I have determined that it is necessary to continue the national emergency declared in Executive Order 13694, as amended by Executive Order 13757, with respect to significant malicious cyber-enabled activities."
4874,letter,,executive_order,13757,,,cross_type_reference,Executive Order 13757,"Significant malicious cyber-enabled activities originating from or directed by persons located, in whole or in substantial part, outside the United States continue to pose an unusual and extraordinary threat to the national security, foreign policy, and economy of the United States. Therefore, I have determined that it is necessary to continue the national emergency declared in Executive Order 13694, as amended by Executive Order 13757, with respect to significant malicious cyber-enabled activities."
4875,letter,,executive_order,13664,,,cross_type_reference,Executive Order 13664,"Section 202(d) of the National Emergencies Act (50 U.S.C. 1622(d)) provides for the automatic termination of a national emergency unless, within 90 days before the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date. In accordance with this provision, I have sent to the Federal Register for publication the enclosed notice stating that the national emergency declared in Executive Order 13664 of April 3, 2014, with respect to South Sudan, is to continue in effect beyond April 3, 2018."
4875,letter,,executive_order,13664,,,cross_type_reference,Executive Order 13664,"The situation in and in relation to South Sudan, which has been marked by activities that threaten the peace, security, or stability of South Sudan and the surrounding region, including widespread violence and atrocities, human rights abuses, recruitment and use of child soldiers, attacks on peacekeepers and humanitarian aid workers, and obstruction of humanitarian operations, continues to pose an unusual and extraordinary threat to the national security and foreign policy of the United States. For this reason, I have determined that it is necessary to continue the national emergency declared in Executive Order 13664 with respect to South Sudan."
4880,letter,,executive_order,13288,,,outside_corpus,Executive Order 13288,"Section 202(d) of the National Emergencies Act (50 U.S.C. 1622(d)) provides for the automatic termination of a national emergency unless, within 90 days before the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date. In accordance with this provision, I have sent to the Federal Register for publication the enclosed notice stating that the national emergency declared in Executive Order 13288 of March 6, 2003, with respect to the actions and policies of certain members of the Government of Zimbabwe and other persons to undermine Zimbabwe's democratic processes or institutions is to continue in effect beyond March 6, 2018."
4892,letter,,executive_order,13223,,,cross_type_reference,Executive Order 13223,"Pursuant to the National Emergencies Act (50 U.S.C. 1601 et seq.), I report that I have signed an Executive Order amending Executive Order 13223 (Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the Secretary of Transportation), which provided additional authorities to certain executive departments and agencies in furtherance of the national emergency declared in Proclamation 7463 of September 14, 2001 (Declaration of National Emergency by Reason of Certain Terrorist Attacks). This amendment makes available to the Secretaries concerned the authorities set forth in section 688 and section 690 of title 10, United States Code. In the case of the Secretaries of the Army, Navy, and Air Force, such authority shall be exercised subject to the direction of the Secretary of Defense."
4892,letter,,proclamation,7463,,,cross_type_reference,Proclamation 7463,"Pursuant to the National Emergencies Act (50 U.S.C. 1601 et seq.), I report that I have signed an Executive Order amending Executive Order 13223 (Ordering the Ready Reserve of the Armed Forces to Active Duty and Delegating Certain Authorities to the Secretary of Defense and the Secretary of Transportation), which provided additional authorities to certain executive departments and agencies in furtherance of the national emergency declared in Proclamation 7463 of September 14, 2001 (Declaration of National Emergency by Reason of Certain Terrorist Attacks). This amendment makes available to the Secretaries concerned the authorities set forth in section 688 and section 690 of title 10, United States Code. In the case of the Secretaries of the Army, Navy, and Air Force, such authority shall be exercised subject to the direction of the Secretary of Defense."
4893,letter,,executive_order,12978,,,cross_type_reference,Executive Order 12978,"Section 202(d) of the National Emergencies Act, 50 U.S.C. 1622(d), provides for the automatic termination of a national emergency unless, within 90 days of the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date. In accordance with this provision, I have sent to the Federal Register for publication the enclosed notice stating that the national emergency declared in Executive Order 12978 of October 21, 1995, with respect to significant narcotics traffickers centered in Colombia declared in Executive Order 12978 of October 21, 1995, is to continue in effect beyond October 21, 2017."
4893,letter,,executive_order,12978,,,cross_type_reference,Executive Order 12978,"Section 202(d) of the National Emergencies Act, 50 U.S.C. 1622(d), provides for the automatic termination of a national emergency unless, within 90 days of the anniversary date of its declaration, the President publishes in the Federal Register and transmits to the Congress a notice stating that the emergency is to continue in effect beyond the anniversary date. In accordance with this provision, I have sent to the Federal Register for publication the enclosed notice stating that the national emergency declared in Executive Order 12978 of October 21, 1995, with respect to significant narcotics traffickers centered in Colombia declared in Executive Order 12978 of October 21, 1995, is to continue in effect beyond October 21, 2017."
4893,letter,,executive_order,12978,,,cross_type_reference,Executive Order 12978,"The circumstances that led to the declaration on October 21, 1995, of a national emergency continue to exist. The actions of significant narcotics traffickers centered in Colombia continue to pose an unusual and extraordinary threat to the national security, foreign policy, and economy of the United States and to cause an extreme level of violence, corruption, and harm in the United States and abroad. For this reason, I have determined that it is necessary to continue the national emergency declared in Executive Order 12978 with respect to significant narcotics traffickers centered in Colombia."
4895,letter,,executive_order,13466,,,cross_type_reference,Executive Order 13466,"Pursuant to the International Emergency Economic Powers Act, as amended (50 U.S.C. 1701 et seq.) (IEEPA), I hereby report that I have issued the enclosed Executive Order (the ""order"") with respect to North Korea. The order takes further steps with respect to the national emergency declared in Executive Order 13466 of June 26, 2008, as modified in scope by and relied upon for additional steps in subsequent Executive Orders."
4895,letter,,executive_order,13466,,,cross_type_reference,Executive Order 13466,"In 2008, upon terminating the exercise of certain authorities under the Trading With the Enemy Act (TWEA) with respect to North Korea, the President issued Executive Order 13466, declaring a national emergency under IEEPA and the National Emergencies Act (50 U.S.C. 1601 et seq.) to deal with the unusual and extraordinary threat to the national security and foreign policy of the United States posed by the existence of weapons-usable fissile material on the Korean Peninsula and the attendant risk of its proliferation. Executive Order 13466 continued certain restrictions on North Korea and North Korean nationals that had been in place under TWEA."
4895,letter,,executive_order,13466,,,cross_type_reference,Executive Order 13466,"In 2008, upon terminating the exercise of certain authorities under the Trading With the Enemy Act (TWEA) with respect to North Korea, the President issued Executive Order 13466, declaring a national emergency under IEEPA and the National Emergencies Act (50 U.S.C. 1601 et seq.) to deal with the unusual and extraordinary threat to the national security and foreign policy of the United States posed by the existence of weapons-usable fissile material on the Korean Peninsula and the attendant risk of its proliferation. Executive Order 13466 continued certain restrictions on North Korea and North Korean nationals that had been in place under TWEA."
4895,letter,,executive_order,13551,,,cross_type_reference,Executive Order 13551,"In 2010, the President issued Executive Order 13551. In that Executive Order, the President determined that the Government of North Korea's continued provocative actions had destabilized the Korean Peninsula and imperiled the Armed Forces, allies, and trading partners of the United States in the region and warranted the imposition of additional sanctions. The President, therefore, expanded the national emergency declared in Executive Order 13466 and blocked the property and interests in property of three North Korean entities and one individual listed in the Executive Order's Annex and provided criteria under which the Secretary of the Treasury, in consultation with the Secretary of State, could designate additional persons whose property and interests in property could be blocked."
4895,letter,,executive_order,13466,,,cross_type_reference,Executive Order 13466,"In 2010, the President issued Executive Order 13551. In that Executive Order, the President determined that the Government of North Korea's continued provocative actions had destabilized the Korean Peninsula and imperiled the Armed Forces, allies, and trading partners of the United States in the region and warranted the imposition of additional sanctions. The President, therefore, expanded the national emergency declared in Executive Order 13466 and blocked the property and interests in property of three North Korean entities and one individual listed in the Executive Order's Annex and provided criteria under which the Secretary of the Treasury, in consultation with the Secretary of State, could designate additional persons whose property and interests in property could be blocked."
4895,letter,,executive_order,13570,,,outside_corpus,Executive Order 13570,"In 2011, the President issued Executive Order 13570 to further address the national emergency with respect to North Korea and to strengthen the implementation of United Nations Security Council Resolution (UNSCR) 1718 of October 4, 2006, and UNSCR 1874 of June 12, 2009. In that Executive Order, the President prohibited the direct and indirect importation of goods, services, and technology from North Korea."
4895,letter,,executive_order,13687,,,outside_corpus,Executive Order 13687,"In 2015, the President issued Executive Order 13687. In that Executive Order, the President determined that North Korea's provocative, destabilizing, and repressive actions and policies constituted a continuing threat to the national security, foreign policy, and economy of the United States. He therefore further expanded the national emergency declared in Executive Order 13466 in order to block the property and interests in property of persons determined by the Secretary of the Treasury, in consultation with the Secretary of State, to be agencies, instrumentalities, controlled entities, or officials of the Government of North Korea or the Workers' Party of Korea."
4895,letter,,executive_order,13466,,,cross_type_reference,Executive Order 13466,"In 2015, the President issued Executive Order 13687. In that Executive Order, the President determined that North Korea's provocative, destabilizing, and repressive actions and policies constituted a continuing threat to the national security, foreign policy, and economy of the United States. He therefore further expanded the national emergency declared in Executive Order 13466 in order to block the property and interests in property of persons determined by the Secretary of the Treasury, in consultation with the Secretary of State, to be agencies, instrumentalities, controlled entities, or officials of the Government of North Korea or the Workers' Party of Korea."
4895,letter,,executive_order,13466,,,cross_type_reference,Executive Order 13466,"In 2016, the President found that the Government of North Korea's continuing pursuit of its nuclear and missile programs, as evidenced by its launch using ballistic missile technology on February 7, 2016, and its nuclear test on January 6, 2016, in violation of its obligations under numerous UNSCRs and in contravention of its commitments under the September 19, 2005, Joint Statement of the Six-Party Talks, increasingly imperiled the United States and its allies. In order to address those actions and take additional steps with respect to the national emergency declared in Executive Order 13466, the President issued Executive Order 13722, which blocked all property and interests in property of the Government of North Korea and the Workers' Party of Korea, as well as of persons determined to meet certain criteria. Executive Order 13722 also prohibited certain North Korea-related exports and investments, facilitated implementation of certain provisions of the North Korea Sanctions and Policy Enhancement Act of 2016 (Public Law 114-122), and enhanced the implementation of certain provisions of UNSCR 2270 of March 2, 2016."
4895,letter,,executive_order,13722,,,cross_type_reference,Executive Order 13722,"In 2016, the President found that the Government of North Korea's continuing pursuit of its nuclear and missile programs, as evidenced by its launch using ballistic missile technology on February 7, 2016, and its nuclear test on January 6, 2016, in violation of its obligations under numerous UNSCRs and in contravention of its commitments under the September 19, 2005, Joint Statement of the Six-Party Talks, increasingly imperiled the United States and its allies. In order to address those actions and take additional steps with respect to the national emergency declared in Executive Order 13466, the President issued Executive Order 13722, which blocked all property and interests in property of the Government of North Korea and the Workers' Party of Korea, as well as of persons determined to meet certain criteria. Executive Order 13722 also prohibited certain North Korea-related exports and investments, facilitated implementation of certain provisions of the North Korea Sanctions and Policy Enhancement Act of 2016 (Public Law 114-122), and enhanced the implementation of certain provisions of UNSCR 2270 of March 2, 2016."
4895,letter,,executive_order,13722,,,cross_type_reference,Executive Order 13722,"In 2016, the President found that the Government of North Korea's continuing pursuit of its nuclear and missile programs, as evidenced by its launch using ballistic missile technology on February 7, 2016, and its nuclear test on January 6, 2016, in violation of its obligations under numerous UNSCRs and in contravention of its commitments under the September 19, 2005, Joint Statement of the Six-Party Talks, increasingly imperiled the United States and its allies. In order to address those actions and take additional steps with respect to the national emergency declared in Executive Order 13466, the President issued Executive Order 13722, which blocked all property and interests in property of the Government of North Korea and the Workers' Party of Korea, as well as of persons determined to meet certain criteria. Executive Order 13722 also prohibited certain North Korea-related exports and investments, facilitated implementation of certain provisions of the North Korea Sanctions and Policy Enhancement Act of 2016 (Public Law 114-122), and enhanced the implementation of certain provisions of UNSCR 2270 of March 2, 2016."
4895,letter,,executive_order,13466,,,cross_type_reference,Executive Order 13466,"I have now found that the provocative, destabilizing, and repressive actions and policies of the Government of North Korea, including its intercontinental ballistic missile launches of July 3 and July 28, 2017, and its nuclear test of September 2, 2017, which violated its obligations pursuant to numerous UNSCRs and contravened its commitments under the September 19, 2005, Joint Statement of the Six-Party Talks; its commission of serious human rights abuses; and its use of funds generated through international trade to support its nuclear and missile programs and weapons proliferation, constitute a continuing threat to the national security, foreign policy, and economy of the United States and a disturbance of the international relations of the United States. The order I have issued addresses that threat and takes additional steps with respect to the national emergency declared in Executive Order 13466. The order also facilitates the implementation and furthers the purposes of UNSCR 2321 of November 30, 2016, UNSCR 2356 of June 2, 2017, UNSCR 2371 of August 5, 2017, and UNSCR 2375 of September 11, 2017."
4895,letter,,executive_order,13551,,,cross_type_reference,Executive Order 13551,"• knowingly conducted or facilitated any significant transaction on behalf of any person whose property and interests in property are blocked pursuant to Executive Order 13551, Executive Order 13687, Executive Order 13722, or the enclosed order, or of any person whose property and interests in property are blocked pursuant to Executive Order 13382 in connection with North Korea; or • knowingly conducted or facilitated any significant transaction in connection with trade with North Korea."
4895,letter,,executive_order,13687,,,outside_corpus,Executive Order 13687,"• knowingly conducted or facilitated any significant transaction on behalf of any person whose property and interests in property are blocked pursuant to Executive Order 13551, Executive Order 13687, Executive Order 13722, or the enclosed order, or of any person whose property and interests in property are blocked pursuant to Executive Order 13382 in connection with North Korea; or • knowingly conducted or facilitated any significant transaction in connection with trade with North Korea."
4895,letter,,executive_order,13722,,,cross_type_reference,Executive Order 13722,"• knowingly conducted or facilitated any significant transaction on behalf of any person whose property and interests in property are blocked pursuant to Executive Order 13551, Executive Order 13687, Executive Order 13722, or the enclosed order, or of any person whose property and interests in property are blocked pursuant to Executive Order 13382 in connection with North Korea; or • knowingly conducted or facilitated any significant transaction in connection with trade with North Korea."
4895,letter,,executive_order,13382,,,cross_type_reference,Executive Order 13382,"• knowingly conducted or facilitated any significant transaction on behalf of any person whose property and interests in property are blocked pursuant to Executive Order 13551, Executive Order 13687, Executive Order 13722, or the enclosed order, or of any person whose property and interests in property are blocked pursuant to Executive Order 13382 in connection with North Korea; or • knowingly conducted or facilitated any significant transaction in connection with trade with North Korea."
